        25
         5
         4
       500       500       500       500       500       500       500       500       500       500       500       500       500       500       500       500       500       500       500       500       500       500       500       500       500
         0       104      0.25         1         1
         0       110      0.25         1         1
         0       108      0.25         1         1
         0       110      0.25         1         1
         0        88      0.25         1         1
        55        52        55        49        50        54        47        53        47        48        45        53        54        52        44        53        48        53        57        45        45        48        55        59        55
        40        43        51        58        50        51        58        41        44        45        41        59        58        57        57        43        43        57        59        55        46        59        46        53        56
        53        51        44        42        50        55        56        42        54        40        49        47        47        55        55        59        43        55        51        59        48        50        41        47        45
        50        48        57        44        56        56        59        41        55        47        43        58        52        43        49        40        52        52        42        59        48        58        55        47        58
        46        58        44        44        58        42        45        42        48        54        46        57        58        44        44        53        43        40        49        58        58        43        57        51        43
       100     12.50
       100     12.50
       100     12.50
       100     12.50
     0.625     0.625     0.625     0.625
     0.625     0.625     0.625     0.625
     0.625     0.625     0.625     0.625
     0.625     0.625     0.625     0.625
     0.625     0.625     0.625     0.625
         1         1         1         1
         1         1         1         1
         1         1         1         1
         1         1         1         1
         1         1         1         1
         1         1         1         1         1
         1         1         1         1         1
         1         1         1         1         1
         1         1         1         1         1
         1         1         1         1         1
         0    0.0625    0.0625    0.0625
    0.0625         0    0.0625    0.0625
    0.0625    0.0625         0    0.0625
    0.0625    0.0625    0.0625         0
         0    0.0625    0.0625    0.0625
    0.0625         0    0.0625    0.0625
    0.0625    0.0625         0    0.0625
    0.0625    0.0625    0.0625         0
         0    0.0625    0.0625    0.0625
    0.0625         0    0.0625    0.0625
    0.0625    0.0625         0    0.0625
    0.0625    0.0625    0.0625         0
         0    0.0625    0.0625    0.0625
    0.0625         0    0.0625    0.0625
    0.0625    0.0625         0    0.0625
    0.0625    0.0625    0.0625         0
         0    0.0625    0.0625    0.0625
    0.0625         0    0.0625    0.0625
    0.0625    0.0625         0    0.0625
    0.0625    0.0625    0.0625         0



_________________________________________
CLSP-MSL_T_I = 25  5

T
I
L
Cap_t
vc_i   sc_i   hc_i   vt_i   cs_i
d_it
H_l   g_l
ha_il
alpha_il
beta_ij
r_ilk
_________________________________________
