        25
        20
         4
      2000      2000      2000      2000      2000      2000      2000      2000      2000      2000      2000      2000      2000      2000      2000      2000      2000      2000      2000      2000      2000      2000      2000      2000      2000
         0        85      0.25         1         1
         0       100      0.25         1         1
         0       116      0.25         1         1
         0        94      0.25         1         1
         0       117      0.25         1         1
         0        84      0.25         1         1
         0        98      0.25         1         1
         0       106      0.25         1         1
         0        96      0.25         1         1
         0       117      0.25         1         1
         0        90      0.25         1         1
         0        91      0.25         1         1
         0       106      0.25         1         1
         0       111      0.25         1         1
         0       100      0.25         1         1
         0        85      0.25         1         1
         0       119      0.25         1         1
         0       115      0.25         1         1
         0       112      0.25         1         1
         0        95      0.25         1         1
        58        48        45        50        50        49        43        42        40        41        46        49        59        42        50        55        57        51        41        59        45        40        49        48        55
        52        44        57        56        42        55        46        42        41        40        58        57        59        48        43        51        59        49        48        49        45        43        53        47        47
        46        44        41        48        56        46        40        41        44        50        57        52        41        56        43        53        49        46        44        56        47        46        42        49        42
        47        58        45        54        57        53        43        55        42        57        59        40        59        45        42        56        42        59        46        47        50        42        56        51        51
        46        46        46        50        46        49        42        57        58        41        47        51        49        42        41        56        49        45        46        44        59        43        45        47        54
        52        54        51        46        40        54        43        48        56        41        45        43        44        40        57        59        57        52        48        43        52        55        46        58        47
        59        47        44        55        54        52        54        57        59        41        53        49        50        59        54        56        42        51        52        52        46        41        58        44        59
        54        48        58        52        49        47        44        52        59        54        53        54        59        49        47        50        43        57        54        58        43        58        45        59        45
        58        45        52        44        50        58        53        49        56        42        45        42        45        48        54        55        44        46        54        49        54        54        46        49        47
        44        44        42        59        59        48        57        45        46        58        57        49        44        41        51        57        57        41        50        46        46        57        58        54        54
        44        48        58        55        40        50        49        41        47        54        59        51        57        57        43        44        53        46        45        40        54        55        40        48        43
        46        57        58        44        47        54        59        51        51        56        53        52        45        40        52        49        59        44        48        55        58        57        49        40        49
        52        57        47        58        58        58        46        51        52        57        40        57        46        48        52        44        41        55        57        52        40        42        53        45        56
        52        43        40        53        50        41        40        53        41        42        59        51        50        50        47        41        50        45        45        49        43        41        57        52        56
        44        56        42        59        56        55        54        57        46        47        43        50        59        56        48        53        47        46        40        41        41        56        53        57        40
        47        41        45        56        58        58        56        48        49        42        40        48        42        58        50        44        42        57        46        55        48        50        57        40        42
        56        54        42        56        57        56        49        43        52        45        49        48        48        49        54        58        42        41        51        59        58        48        49        56        46
        46        46        47        40        54        45        58        46        44        42        58        44        41        42        51        50        42        56        46        59        56        46        46        47        49
        44        42        49        57        53        56        47        42        52        42        51        53        56        52        43        54        58        53        40        42        54        59        46        49        54
        55        41        45        47        49        59        48        52        52        50        42        43        48        40        56        58        56        56        47        52        49        49        59        41        44
       400     12.50
       400     12.50
       400     12.50
       400     12.50
     0.625     0.625     0.625     0.625
     0.625     0.625     0.625     0.625
     0.625     0.625     0.625     0.625
     0.625     0.625     0.625     0.625
     0.625     0.625     0.625     0.625
     0.625     0.625     0.625     0.625
     0.625     0.625     0.625     0.625
     0.625     0.625     0.625     0.625
     0.625     0.625     0.625     0.625
     0.625     0.625     0.625     0.625
     0.625     0.625     0.625     0.625
     0.625     0.625     0.625     0.625
     0.625     0.625     0.625     0.625
     0.625     0.625     0.625     0.625
     0.625     0.625     0.625     0.625
     0.625     0.625     0.625     0.625
     0.625     0.625     0.625     0.625
     0.625     0.625     0.625     0.625
     0.625     0.625     0.625     0.625
     0.625     0.625     0.625     0.625
         1         1         1         1
         1         1         1         1
         1         1         1         1
         1         1         1         1
         1         1         1         1
         1         1         1         1
         1         1         1         1
         1         1         1         1
         1         1         1         1
         1         1         1         1
         1         1         1         1
         1         1         1         1
         1         1         1         1
         1         1         1         1
         1         1         1         1
         1         1         1         1
         1         1         1         1
         1         1         1         1
         1         1         1         1
         1         1         1         1
         1         1         1         1         1         1         1         1         1         1         1         1         1         1         1         1         1         1         1         1
         1         1         1         1         1         1         1         1         1         1         1         1         1         1         1         1         1         1         1         1
         1         1         1         1         1         1         1         1         1         1         1         1         1         1         1         1         1         1         1         1
         1         1         1         1         1         1         1         1         1         1         1         1         1         1         1         1         1         1         1         1
         1         1         1         1         1         1         1         1         1         1         1         1         1         1         1         1         1         1         1         1
         1         1         1         1         1         1         1         1         1         1         1         1         1         1         1         1         1         1         1         1
         1         1         1         1         1         1         1         1         1         1         1         1         1         1         1         1         1         1         1         1
         1         1         1         1         1         1         1         1         1         1         1         1         1         1         1         1         1         1         1         1
         1         1         1         1         1         1         1         1         1         1         1         1         1         1         1         1         1         1         1         1
         1         1         1         1         1         1         1         1         1         1         1         1         1         1         1         1         1         1         1         1
         1         1         1         1         1         1         1         1         1         1         1         1         1         1         1         1         1         1         1         1
         1         1         1         1         1         1         1         1         1         1         1         1         1         1         1         1         1         1         1         1
         1         1         1         1         1         1         1         1         1         1         1         1         1         1         1         1         1         1         1         1
         1         1         1         1         1         1         1         1         1         1         1         1         1         1         1         1         1         1         1         1
         1         1         1         1         1         1         1         1         1         1         1         1         1         1         1         1         1         1         1         1
         1         1         1         1         1         1         1         1         1         1         1         1         1         1         1         1         1         1         1         1
         1         1         1         1         1         1         1         1         1         1         1         1         1         1         1         1         1         1         1         1
         1         1         1         1         1         1         1         1         1         1         1         1         1         1         1         1         1         1         1         1
         1         1         1         1         1         1         1         1         1         1         1         1         1         1         1         1         1         1         1         1
         1         1         1         1         1         1         1         1         1         1         1         1         1         1         1         1         1         1         1         1
         0    0.0625    0.0625    0.0625
    0.0625         0    0.0625    0.0625
    0.0625    0.0625         0    0.0625
    0.0625    0.0625    0.0625         0
         0    0.0625    0.0625    0.0625
    0.0625         0    0.0625    0.0625
    0.0625    0.0625         0    0.0625
    0.0625    0.0625    0.0625         0
