        15
        10
         4
      1000      1000      1000      1000      1000      1000      1000      1000      1000      1000      1000      1000      1000      1000      1000
         0        95      0.25         1         1
         0       110      0.25         1         1
         0       107      0.25         1         1
         0        95      0.25         1         1
         0        88      0.25         1         1
         0        90      0.25         1         1
         0       104      0.25         1         1
         0        87      0.25         1         1
         0       111      0.25         1         1
         0       100      0.25         1         1
        52        58        41        48        43        42        45        50        47        47        41        43        47        53        55
        47        45        47        59        52        44        56        45        42        52        46        52        43        49        56
        56        56        47        59        52        50        45        46        42        45        49        47        41        46        52
        44        40        44        54        52        54        59        52        47        42        45        44        47        46        49
        40        47        57        49        59        40        53        55        47        56        59        42        41        52        53
        43        58        58        45        58        56        53        57        42        53        45        47        51        45        57
        43        46        57        56        50        59        57        53        59        43        40        47        52        46        58
        52        51        43        52        55        55        49        49        59        52        58        47        47        56        43
        52        43        59        49        42        42        49        53        53        58        45        49        46        56        55
        54        45        51        41        53        47        53        59        46        48        45        51        59        55        53
       200     12.50
       200     12.50
       200     12.50
       200     12.50
     0.625     0.625     0.625     0.625
     0.625     0.625     0.625     0.625
     0.625     0.625     0.625     0.625
     0.625     0.625     0.625     0.625
     0.625     0.625     0.625     0.625
     0.625     0.625     0.625     0.625
     0.625     0.625     0.625     0.625
     0.625     0.625     0.625     0.625
     0.625     0.625     0.625     0.625
     0.625     0.625     0.625     0.625
         1         1         0         1
         1         0         1         1
         1         0         1         1
         0         1         1         1
         0         1         0         0
         1         0         1         0
         1         0         1         1
         1         0         1         0
         1         0         0         1
         0         1         1         0
         1         1         1         0         0         1         0         1         0         0
         1         1         0         0         0         1         1         0         1         0
         1         0         1         1         0         0         0         1         1         0
         0         0         1         1         1         1         1         1         1         0
         0         0         0         1         1         1         1         1         0         1
         1         1         0         1         1         1         0         0         0         1
         0         1         0         1         1         0         1         0         0         0
         1         0         1         1         1         0         0         1         1         1
         0         1         1         1         0         0         0         1         1         0
         0         0         0         0         1         1         0         1         0         1
         0    0.0625    0.0625    0.0625
    0.0625         0    0.0625    0.0625
    0.0625    0.0625         0    0.0625
    0.0625    0.0625    0.0625         0
         0    0.0625    0.0625    0.0625
    0.0625         0    0.0625    0.0625
    0.0625    0.0625         0    0.0625
    0.0625    0.0625    0.0625         0
         0    0.0625    0.0625    0.0625
    0.0625         0    0.0625    0.0625
    0.0625    0.0625         0    0.0625
    0.0625    0.0625    0.0625         0
         0    0.0625    0.0625    0.0625
    0.0625         0    0.0625    0.0625
    0.0625    0.0625         0    0.0625
    0.0625    0.0625    0.0625         0
         0    0.0625    0.0625    0.0625
    0.0625         0    0.0625    0.0625
    0.0625    0.0625         0    0.0625
    0.0625    0.0625    0.0625         0
         0    0.0625    0.0625    0.0625
    0.0625         0    0.0625    0.0625
    0.0625    0.0625         0    0.0625
    0.0625    0.0625    0.0625         0
         0    0.0625    0.0625    0.0625
    0.0625         0    0.0625    0.0625
    0.0625    0.0625         0    0.0625
    0.0625    0.0625    0.0625         0
         0    0.0625    0.0625    0.0625
    0.0625         0    0.0625    0.0625
    0.0625    0.0625         0    0.0625
    0.0625    0.0625    0.0625         0
         0    0.0625    0.0625    0.0625
    0.0625         0    0.0625    0.0625
    0.0625    0.0625         0    0.0625
    0.0625    0.0625    0.0625         0
         0    0.0625    0.0625    0.0625
    0.0625         0    0.0625    0.0625
    0.0625    0.0625         0    0.0625
    0.0625    0.0625    0.0625         0



__________________________________________
CLSP-MSL_T_I_compIL_compII = 15_10_60_60

T
I
L
Cap_t
vc_i   sc_i   hc_i   vt_i   cs_i
d_it
H_l   g_l
ha_il
alpha_il
beta_ij
r_ilk
__________________________________________
