        15
        10
         4
      1000      1000      1000      1000      1000      1000      1000      1000      1000      1000      1000      1000      1000      1000      1000
         0       104      0.25         1         1
         0        99      0.25         1         1
         0       101      0.25         1         1
         0        97      0.25         1         1
         0       108      0.25         1         1
         0        85      0.25         1         1
         0       101      0.25         1         1
         0        91      0.25         1         1
         0        96      0.25         1         1
         0        83      0.25         1         1
        59        48        57        41        45        56        41        53        47        45        47        49        53        55        58
        59        58        50        56        59        50        55        57        41        49        58        55        44        41        42
        43        59        46        43        56        51        58        47        55        44        58        57        55        43        49
        46        49        42        50        40        57        46        50        48        50        47        58        40        40        48
        48        57        57        47        58        45        46        56        46        53        55        53        49        41        46
        52        58        50        54        40        45        44        58        44        40        54        55        51        53        40
        50        52        43        43        51        44        43        44        45        43        46        46        49        48        40
        57        51        56        46        58        55        47        57        46        58        54        55        54        46        42
        57        59        57        41        56        45        52        45        48        50        43        58        51        50        57
        48        58        58        52        57        53        50        51        48        56        51        50        55        53        50
       200     12.50
       200     12.50
       200     12.50
       200     12.50
     0.375     0.375     0.375     0.375
     0.375     0.375     0.375     0.375
     0.375     0.375     0.375     0.375
     0.375     0.375     0.375     0.375
     0.375     0.375     0.375     0.375
     0.375     0.375     0.375     0.375
     0.375     0.375     0.375     0.375
     0.375     0.375     0.375     0.375
     0.375     0.375     0.375     0.375
     0.375     0.375     0.375     0.375
         1         1         1         1
         1         1         1         1
         1         1         1         1
         1         1         1         1
         1         1         1         1
         1         1         1         1
         1         1         1         1
         1         1         1         1
         1         1         1         1
         1         1         1         1
         1         1         1         1         1         1         1         1         1         1
         1         1         1         1         1         1         1         1         1         1
         1         1         1         1         1         1         1         1         1         1
         1         1         1         1         1         1         1         1         1         1
         1         1         1         1         1         1         1         1         1         1
         1         1         1         1         1         1         1         1         1         1
         1         1         1         1         1         1         1         1         1         1
         1         1         1         1         1         1         1         1         1         1
         1         1         1         1         1         1         1         1         1         1
         1         1         1         1         1         1         1         1         1         1
         0    0.0625    0.0625    0.0625
    0.0625         0    0.0625    0.0625
    0.0625    0.0625         0    0.0625
    0.0625    0.0625    0.0625         0
         0    0.0625    0.0625    0.0625
    0.0625         0    0.0625    0.0625
    0.0625    0.0625         0    0.0625
    0.0625    0.0625    0.0625         0
         0    0.0625    0.0625    0.0625
    0.0625         0    0.0625    0.0625
    0.0625    0.0625         0    0.0625
    0.0625    0.0625    0.0625         0
         0    0.0625    0.0625    0.0625
    0.0625         0    0.0625    0.0625
    0.0625    0.0625         0    0.0625
    0.0625    0.0625    0.0625         0
         0    0.0625    0.0625    0.0625
    0.0625         0    0.0625    0.0625
    0.0625    0.0625         0    0.0625
    0.0625    0.0625    0.0625         0
         0    0.0625    0.0625    0.0625
    0.0625         0    0.0625    0.0625
    0.0625    0.0625         0    0.0625
    0.0625    0.0625    0.0625         0
         0    0.0625    0.0625    0.0625
    0.0625         0    0.0625    0.0625
    0.0625    0.0625         0    0.0625
    0.0625    0.0625    0.0625         0
         0    0.0625    0.0625    0.0625
    0.0625         0    0.0625    0.0625
    0.0625    0.0625         0    0.0625
    0.0625    0.0625    0.0625         0
         0    0.0625    0.0625    0.0625
    0.0625         0    0.0625    0.0625
    0.0625    0.0625         0    0.0625
    0.0625    0.0625    0.0625         0
         0    0.0625    0.0625    0.0625
    0.0625         0    0.0625    0.0625
    0.0625    0.0625         0    0.0625
    0.0625    0.0625    0.0625         0



_________________________________________
CLSP-MSL_T_I_HandCost = 15  10  6*r_ilk

T
I
L
Cap_t
vc_i   sc_i   hc_i   vt_i   cs_i
d_it
H_l   g_l
ha_il
alpha_il
beta_ij
r_ilk
_________________________________________
